Payee,Paid_By,Payment_Amount,Payment_Date,Payee_Type,Payee_Address,City_State_Zip,Payment_Year,Expenditure_Type,Date_Reported,Report_Filed,Expense_Description,Travel_Outside_Texas,Political_Obligation,Reimbursement_Intended,Correction,View_Report,TRANSACTION_ID
Act Blue Technical Services,Stonewall Democrats of Austin,$0.60,05/21/2017,Entity,366 Summer St,"Somerville, MA, 02144-3132",2017,Political Expenditure from Political Contributions,07/17/2017,GPAC: General-Purpose Committee Campaign Finance Report,Fees | Service Fee,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280545),R20170717173504-F0005
Act Blue Technical Services,Stonewall Democrats of Austin,$3.56,06/11/2017,Entity,366 Summer St,"Somerville, MA, 02144-3132",2017,Political Expenditure from Political Contributions,07/17/2017,GPAC: General-Purpose Committee Campaign Finance Report,Fees | Service Fee,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280545),R20170717173504-F0006
Act Blue Technical Services,Stonewall Democrats of Austin,$8.30,06/18/2017,Entity,366 Summer St,"Somerville, MA, 02144-3132",2017,Unpaid Incurred Obligation,07/17/2017,GPAC: General-Purpose Committee Campaign Finance Report,Fees | Service Fee,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280545),R20170717173504-F0007
Worley Printing,Texas Vote Environment PAC,$257.64,11/18/2016,Entity,3217 North IH35,"Austin, TX, 78722",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Printing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0001
Worley Printing,Texas Vote Environment PAC,$461.99,12/01/2016,Entity,3217 North IH35,"Austin, TX, 78722",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Postcard Printing and mailing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0002
Clean Water Action,Texas Vote Environment PAC,$4600.00,11/15/2016,Entity,600 W. 28th Ste Suite 202,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,"Canvass, Phone Banking",,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0004
Clean Water Action,Texas Vote Environment PAC,$2500.00,11/29/2016,Entity,600 W. 28th Ste Suite 202,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,"Canvass, Phone Banking",,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0005
Clean Water Action,Texas Vote Environment PAC,$1500.00,12/14/2016,Entity,600 W. 28th Ste Suite 202,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,"Canvass, Phone Banking",,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0006
Clean Water Action,Texas Vote Environment PAC,$1000.00,12/21/2016,Entity,600 W. 28th Ste Suite 202,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Overhead,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0007
Benjamin Goodman,Texas Vote Environment PAC,$104.00,11/08/2016,Individual,2001 E. 10th St,"Austin, TX, 78702",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0008
Alexander Hart,Texas Vote Environment PAC,$104.00,11/08/2016,Individual,4520 Speedway Apt A,"Austin, TX, 78751",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0009
Kendall Debocat,Texas Vote Environment PAC,$104.00,11/08/2016,Individual,4520 Speedway Apt A,"Austin, TX, 78751",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0010
Ian Huang,Texas Vote Environment PAC,$91.00,11/08/2016,Individual,3110 West Ave,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0011
Stuart McNalty,Texas Vote Environment PAC,$39.00,11/08/2016,Individual,1402 E. 34th,"Austin, TX, 78722",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0012
Jacek Prus,Texas Vote Environment PAC,$104.00,11/08/2016,Individual,2609 Salado,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0013
"Curtis, Linda",SignOnAustin,$5000.00,08/07/2017,Individual,150 Southshore Road,"Bastrop, TX, 78602",2017,,08/10/2017,ATX_1: Independent Expenditures not by a Candidate,Consulting Expense,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=281799),R20170811153713-F0001
"Elliott, Mark","Gallo, Sheri P.",$1575.00,12/12/2016,Individual,"4716 Duval Road, Suite B6","Austin, TX, 78727",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Advertising Expense | Sign installation,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0006
"Thompson, Katie Ann","Gallo, Sheri P.",$30.00,12/12/2016,Individual,12700 Cloud Mountain Crossing,"Austin, TX, 78726",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Salaries/Wages/Contract Labor | Office work,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0007
"McKinney, Tolliver","Gallo, Sheri P.",$585.00,12/12/2016,Individual,"3400 Speedway, # 203","Austin, TX, 78705",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Salaries/Wages/Contract Labor | office work,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0008
"McGee, Chelsey","Gallo, Sheri P.",$855.00,12/12/2016,Individual,"3816 S. Lamar, # 403","Austin, TX, 78704",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Salaries/Wages/Contract Labor | Contract work,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0009
"Hernandez, Laura",Austin Forward,$4103.52,12/05/2016,Individual,2408 Manor Rd Apt 108 Austin,"Austin, TX, 78722-2020",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0071
"Hopkins, Brandi",Austin Forward,$360.00,11/02/2016,Individual,3301 Speedway Apt 204 Austin,"Austin, TX, 78705-2333",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0072
"LaPerla, Angelina",Austin Forward,$1040.00,11/11/2016,Individual,8804 Tallwood Dr Apt 35 Austin,"Austin, TX, 78759-7553",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0073
"Lundy, Avery",Austin Forward,$200.00,12/02/2016,Individual,7709 Kiva Dr Austin,"Austin, TX, 78749-2917",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0076
"Roberson, Debbie","Gallo, Sheri P.",$2516.66,12/12/2016,Individual,11138 Brista Way,"Austin, TX, 78726",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Salaries/Wages/Contract Labor | Financial report prepartion,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0005
"Pena, Alfonso","Gallo, Sheri P.",$45.00,12/14/2016,Individual,"210 Lavaca, # 2212","Austin, TX, 78701",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Salaries/Wages/Contract Labor | Contract work,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0011
"Hurd, Caleb","Gallo, Sheri P.",$75.00,12/14/2016,Individual,4615 Geneva Dr.,"Houston, TX, 77066",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Salaries/Wages/Contract Labor | Contract work,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0012
Fls Connect,"Gallo, Sheri P.",$300.00,12/12/2016,Entity,"7300 Hudson Blvd., # 270","St. Paul, MN, 55128",2016,Expenditure Made by Credit Card,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Advertising Expense | Calls,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0044
Fls Connect,"Gallo, Sheri P.",$300.00,12/12/2016,Entity,"7300 Hudson Blvd., # 270","St. Paul, MN, 55128",2016,Expenditure Made by Credit Card,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Advertising Expense | Calls,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0045
Chez Zee Café,"Gallo, Sheri P.",$38.20,12/29/2016,Entity,5406 Balcones Dr.,"Austin, TX, 78731",2016,Expenditure Made by Credit Card,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Food/Beverage Expense | Meal for volunteers,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269913),R20170117171045-F0046
Zax,"Troxclair, Ellen",$32.05,12/22/2017,Entity,312 Barton Springs,"Austin, TX, 78704",2017,Political Expenditure from Political Contributions,01/18/2017,C/OH: Candidate/Officeholder Campaign Finance Report,lunch,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269966),R20170119170224-F0011
Anedot,"Troxclair, Ellen",$90.74,12/31/2016,Entity,PO Box 84314,"Baton Rouge, LA, 70884",2016,Political Expenditure from Political Contributions,01/18/2017,C/OH: Candidate/Officeholder Campaign Finance Report,transaction fees,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269966),R20170119170224-F0012
Black Austin Democrats Political Action Committee,"Tovo, Kathryne Beth",$103.49,01/26/2016,Entity,P.O. Box 212,"Austin, TX, 78767",2016,Political Expenditure Made from Personal Funds,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Event Expense | event expenseY,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269898),R20170123091735-F0001
Stonewall Democrats of Austin,"Tovo, Kathryne Beth",$30.00,01/15/2016,Entity,P.O. Box 40898,"Austin, TX, 78704-0015",2016,Political Expenditure Made from Personal Funds,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Fees | membership fees,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269898),R20170123091735-F0002
Austin Environmental Democrats,"Tovo, Kathryne Beth",$10.00,01/05/2016,Entity,604 West 11th Street,"Austin, TX, 78701",2016,Political Expenditure Made from Personal Funds,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Fees | membership fees,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269898),R20170123091735-F0003
HEB,Austin Forward,$10.73,11/04/2016,Entity,2508 E Riverside Dr Austin,"Austin, TX, 78741-3037",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Food & Drink,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0019
Vivo,"Casar, Gregorio E. ""Greg""",$541.25,06/25/2016,Entity,6406 North I H 35,"Austin, TX, 78702",2016,Political Expenditure Made From Personal Funds,07/15/2016,C/OH: Candidate/Officeholder Campaign Finance Report,Event Expense | Campaign kick-off event,,Yes,Yes,,View Report (http://www.austintexas.gov/edims/document.cfm?id=258180),R20160715175240-F0027
Thompson & Knight,"Tovo, Kathryne Beth",$170.00,06/27/2016,Entity,98 San Jacinto Blvd. Suite 1900,"Austin, TX, 78701",2016,Political Expenditure Made from Personal Funds,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Legal Services | legal services,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269898),R20170123091735-F0004
HEB,Austin Forward,$14.78,11/07/2016,Entity,2508 E Riverside Dr Austin,"Austin, TX, 78741-3037",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Food & Drink,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0020
Influence Opinions,Austin Forward,$6250.00,11/07/2016,Entity,611 S Congress Ave Ste 100 Austin,"Austin, TX, 78704-1749",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Online Ads,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0021
Facebook,"Flannigan, James T. ""Jimmy""",$76.23,05/01/2017,Entity,1601 S. California Ave.,"Palo Alto, CA, 94304",2017,Political Expenditure from Political Contributions,07/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Advertising Expense | Political online advertising,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280546),R20170717171924-F0018
Facebook,"Flannigan, James T. ""Jimmy""",$24.93,06/01/2017,Entity,1601 S. California Ave.,"Palo Alto, CA, 94304",2017,Political Expenditure from Political Contributions,07/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Advertising Expense | Political online advertising,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280546),R20170717171924-F0019
First Data,"Flannigan, James T. ""Jimmy""",$299.27,06/01/2017,Entity,"5565 Glenridge, Suite 2000","Atlanta, GA, 30342",2017,Political Expenditure from Political Contributions,07/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Accounting/Banking | merchant account processing fees,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280546),R20170717171924-F0020
Samuel Bean,Texas Vote Environment PAC,$156.00,12/07/2016,Individual,1604 Paramount,"Austin, TX, 78704",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0014
David Foster,Texas Vote Environment PAC,$121.22,11/01/2016,Individual,1902 Forestglade,"Austin, TX, 78745",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Reimbursement for supplies,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0015
David Foster,Texas Vote Environment PAC,$44.65,11/14/2016,Individual,1902 Forestglade,"Austin, TX, 78745",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Reimbursement for supplies,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0016
Chase Bank,Texas Vote Environment PAC,$10.00,10/31/2016,Entity,1904 Guadalupe,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,07/20/2017,GPAC: General-Purpose Committee Campaign Finance Report,Bank Fees,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=280693),R20170720162459-F0017
