,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
2714,Ultimate 'Power and Conflict' Poetry GCSE Course!,https://www.udemy.com/course/ultimate-english-language-aqa-gcse-power-conflict-course/,Barbara Njau,4.0,1,3.5,24,Expert,19.99,11.99,0
2715,Radiology,https://www.udemy.com/course/radiology-important-topics-1-ssb-lecture-series/,Ss B,1.0,1,1.0,12,Beginner,129.99,11.99,0
2716,1. Exam Practice for GCSE Maths Foundation Level,https://www.udemy.com/course/1-exam-practice-for-gcse-maths-foundation-level/,Val Baker,5.0,1,2.5,30,All Levels,19.99,11.99,0
2717,UK University and Medical School Admissions,https://www.udemy.com/course/uk-university-and-medical-school-admissions/,eGuru LLC,5.0,1,1.0,14,All Levels,19.99,11.99,0
2718,Supervising Research Students Using NVivo 12,https://www.udemy.com/course/supervising-research-students-using-nvivo/,Adroit Research,3.0,1,34.0,9,Intermediate,0.0,34.99,0
2719,Guided Reading for Young Readers & English Language Learners,https://www.udemy.com/course/arov-guided-reading-1-1/,AROV Education,4.5,1,3.0,7,Beginner,19.99,11.99,0
2720,Pure Mathematics for Beginners - Lesson 2 - Set Theory,https://www.udemy.com/course/pure-mathematics-for-beginners-lesson-2-set-theory/,Steve Warner,5.0,1,1.0,5,Beginner,19.99,11.99,0
2721,Graduate Student Toolkit: Publishing Your Research,https://www.udemy.com/course/publish_research/,"Todd Bottom, Ph.D. - Founder Research Learning Center",4.0,1,5.5,45,Intermediate,119.99,11.99,0
2722,Passion Blog Pro (Starter Edition),https://www.udemy.com/course/passion-blog-pro-starter-edition/,Demetris Papadopoulos,5.0,1,1.5,13,All Levels,19.99,11.99,0
2723,UPPER LIMB ANATOMY for MEDICAL STUDENTS,https://www.udemy.com/course/anatomy-upper-limb/,Anatomy Medical,4.0,1,10.0,13,Intermediate,0.0,19.99,0
2724,Chinese Characters You Must Know for HSK 6 Volume 35,https://www.udemy.com/course/chinese-characters-you-must-know-for-hsk-5-volume-35/,David Yao,5.0,1,1.5,11,Expert,129.99,11.99,0
2725,Sell online courses on Skillshare,https://www.udemy.com/course/how-to-create-an-awesome-online-course-u/,Nicolas Forgue,4.5,1,2.5,41,Beginner,49.99,11.99,0
2726,How to be a WOW Teacher?,https://www.udemy.com/course/how-to-be-a-wow-teacher/,Dr. Dheeraj Mehrotra,4.5,1,32.0,9,All Levels,19.99,11.99,0
2727,Northern Renaissance Art,https://www.udemy.com/course/northern-renaissance-art/,Dr. Lily Filson,3.0,1,1.5,7,All Levels,24.99,11.99,0
2728,How to Teach Basic Drawing to beginners,https://www.udemy.com/course/how-to-teach-drawing-for-kids-and-beginners/,Noreen Butt,4.0,1,41.0,17,Beginner,59.99,11.99,0
2729,Arabic for Beginners/Lower Intermediate,https://www.udemy.com/course/arabic-for-beginnerslower-intermediate/,Chris Beaumont,5.0,1,7.5,37,All Levels,0.0,99.99,0
2730,Becomes ACTING INSTRUCTOR by fun CAMP(behavior games),https://www.udemy.com/course/film-acting-instructor-online-certificate-open-your-class/,Indah Miracelova (Baliwood Universal Village Campus),5.0,1,44.0,59,Beginner,59.99,11.99,0
2731,Batch Distillation in Chemical & Process Engineering,https://www.udemy.com/course/batch-distillation-in-chemical-process-engineering/,Chemical Engineering Guy,3.0,1,6.0,88,Beginner,24.99,11.99,0
2732,Basics of NMR & introduction to C13,https://www.udemy.com/course/basics-of-nmr-introduction-to-c13/,Gokul Ganesan,5.0,1,3.0,7,Intermediate,19.99,11.99,0
2733,Friction Stir Welding of Polymers,https://www.udemy.com/course/friction-stir-welding-of-polymers/,Akshansh Mishra,5.0,1,1.0,13,Beginner,29.99,11.99,0
2734,Learn Structural Analysis for Indeterminate problem in 2 hrs,https://www.udemy.com/course/learn-structural-analysis-2-in-5-lectures/,Osman Aydin,3.0,1,1.5,5,Intermediate,19.99,11.99,0
2735,Acing your Research Project & Research Methods Course,https://www.udemy.com/course/acing-your-research-project-research-methods-course/,Glensinos Interdisciplinary Center,4.0,1,1.5,16,All Levels,39.99,11.99,0
2736,Miners and Ghost Towns of the American West,https://www.udemy.com/course/miners-and-ghost-towns-of-the-american-west/,Federico von Borstel,5.0,1,1.5,17,All Levels,129.99,11.99,0
2737,Linear Integrated Circuits and Applications : For all Levels,https://www.udemy.com/course/linear-integrated-circuits-and-applications-for-all-levels/,Srinivas Andoor,5.0,1,7.0,52,All Levels,129.99,11.99,0
2738,FCE | B2 First - Cambridge English Examiner Top Tips To Pass,https://www.udemy.com/course/cambridge-b2-first-examiner-top-tips-to-pass/,Álysson Correia,4.5,1,2.0,29,Intermediate,109.99,11.99,0
2739,Improve your Spoken English/Communication & Writing Skills,https://www.udemy.com/course/improve-your-spoken-englishcommunication-writing-skills/,Jewaria Tanweir,1.0,1,36.0,9,All Levels,99.99,11.99,0
2740,Learn Chinese Sentence Patterns in Daily Life 汉语常用句型,https://www.udemy.com/course/chinese-sentence-patterns-in-daily-life/,LingoChinese Mandarin School,5.0,1,7.0,58,Intermediate,24.99,11.99,0
2741,From Zero to Hero on Linkedin,https://www.udemy.com/course/from-zero-to-hero-on-linkedin/,Ardit Sula,4.0,1,2.0,26,All Levels,19.99,11.99,0
2742,Learn to Read The Qaa-edah / Qur'aan,https://www.udemy.com/course/learn-to-read-the-quraan-perfectly/,Mohamed Aslam Gafur,5.0,1,8.0,62,All Levels,19.99,11.99,0
2743,Learn How to Write and Self Publish Your Book,https://www.udemy.com/course/write-the-book-right-now/,Cynthia Young,5.0,1,1.5,18,All Levels,24.99,11.99,0
2744,Fertilization and irrigation - Become an expert,https://www.udemy.com/course/fertilization-and-irrigation/,Guy Sela,4.5,1,11.5,10,Intermediate,0.0,199.99,0
2745,Level 1A Japanese Lesson (Basic),https://www.udemy.com/course/level-1a-japanese-lesson-basic/,Victoria Huang,4.0,1,3.0,63,Beginner,49.99,11.99,0
2746,CFA Level 1 (2020) FIXED INCOME,https://www.udemy.com/course/cfa-level-1-2020-fixed-income/,Pramod Kumar,4.5,1,6.0,15,Intermediate,129.99,11.99,0
2747,The Complete English Grammar Courses 1_ (A1-C1) level .,https://www.udemy.com/course/english-grammar-tenses-p/,Ekhlas Z.M,5.0,1,1.0,9,Expert,19.99,11.99,0
2748,Learn Chinese Sentence Patterns in Daily Life 汉语常用句型,https://www.udemy.com/course/chinese-sentence-patterns-in-daily-life/,LingoChinese Mandarin School,5.0,1,7.0,58,Intermediate,24.99,11.99,0
2749,Basic Algebra,https://www.udemy.com/course/basic-algebra-z/,Verna Phillips,2.0,1,6.5,26,Intermediate,19.99,11.99,0
2750,French Fundamentals (Grammar),https://www.udemy.com/course/french-fundamentals/,Jacques Z.,5.0,1,2.0,12,Beginner,0.0,94.99,0
2751,Mathematics behind the elliptical orbits of planets,https://www.udemy.com/course/mathematics-behind-the-elliptical-orbits-of-planets/,Emanuele Pesaresi,5.0,1,3.5,15,All Levels,29.99,11.99,0
2752,Practical Methods for Legal Investigations,https://www.udemy.com/course/legal-investigations/,Associates In Forensic Investigations Beers,3.0,1,3.0,8,Beginner,49.99,11.99,0
2753,NerdLevels Unity Project 3: Build a Dungeon Crawler!,https://www.udemy.com/course/nerdlevels-unity-project-3-build-a-dungeon-crawler/,Alex Larrimore,3.5,1,2.5,38,Beginner,99.99,11.99,0
2754,Improve your Spoken English/Communication & Writing Skills,https://www.udemy.com/course/improve-your-spoken-englishcommunication-writing-skills/,Jewaria Tanweir,1.0,1,36.0,9,All Levels,99.99,11.99,0
2755,Linear Integrated Circuits and Applications : For all Levels,https://www.udemy.com/course/linear-integrated-circuits-and-applications-for-all-levels/,Srinivas Andoor,5.0,1,7.0,52,All Levels,129.99,11.99,0
2756,Master in Integration ( Calculus - I),https://www.udemy.com/course/master-in-integrations/,Dr. Zeeshan Saleem Mufti,4.5,1,2.0,12,All Levels,19.99,11.99,0
2757,CFA Level 1 (2020) FIXED INCOME,https://www.udemy.com/course/cfa-level-1-2020-fixed-income/,Pramod Kumar,4.5,1,6.0,15,Intermediate,129.99,11.99,0
2758,Solving quadratic equations using various methods,https://www.udemy.com/course/qesolved/,Christof Alberts,5.0,1,1.0,6,All Levels,19.99,11.99,0
2759,Enjoy learning Spanish (level A1),https://www.udemy.com/course/enjoy-learning-spanish/,Lydia de la Guía,4.0,1,1.0,24,Beginner,49.99,11.99,0
2760,Painting Master Class - Cherry Mood,https://www.udemy.com/course/painting-master-class-cherry-mood/,Елена Ильичева,4.5,1,8.0,6,All Levels,99.99,11.99,0
2761,Diploma in Heart Failure: Fundamentals & therapy,https://www.udemy.com/course/heart-failure-fundamentals-and-therapy/,"Prof. Dr N. Kumar, MD, PhD, MSc, MCSE, ECES, FACC, FESC, FRCP-Edin",5.0,1,6.0,13,All Levels,99.99,11.99,0
2762,COORDINATE GEOMETRY -Become an expert in coordinate geometry,https://www.udemy.com/course/coordinate-geometry-by-soumyak/,Soumya Kudikyala,5.0,1,1.0,12,All Levels,19.99,11.99,0
2763,Educating the Client equals Client Retention,https://www.udemy.com/course/educating-the-client-equals-client-retention/,Candice Coleman,2.5,1,2.0,37,Beginner,0.0,24.99,0
2764,"3 Sec Method to calculate Square root, cube root| Vedic Math",https://www.udemy.com/course/3-sec-method-to-calculate-square-root-cube-root-fifth-root/,Sandesh Laddha,4.5,1,35.0,6,Beginner,19.99,11.99,0
2765,Beginner's guide to Graph Theory Part 1,https://www.udemy.com/course/beginners-guide-to-graph-theory-discrete-mathematics/,Suman Mathews,4.5,1,36.0,11,Beginner,19.99,11.99,0
2766,Anime Module 5 Motion Basic,https://www.udemy.com/course/anime-module-5-motion-basic/,"Aso College Group (Japan) Anime and Manga Course, Contents Provider ASO College Group",5.0,1,1.5,21,All Levels,0.0,19.99,0
2767,Beginning Algebra 1,https://www.udemy.com/course/beginning-algebra-1/,Stephen Zuro,3.0,1,3.5,126,Beginner,34.99,11.99,0
2768,Achieve Desired Results in Exams,https://www.udemy.com/course/conquerexamfear/,Karan Veer Singh,5.0,1,1.5,6,All Levels,19.99,11.99,0
2769,Fast learning of Russian language for beginners,https://www.udemy.com/course/fast-learning-of-russian-language-for-beginners/,Lingua Liubasha,5.0,1,3.5,17,Beginner,0.0,149.99,0
2770,Introduction to Wind Energy,https://www.udemy.com/course/introduction-to-wind-energy/,Kiran Ramkrishna Beldar,4.0,1,3.0,26,Beginner,49.99,11.99,0
2771,NCERT Solutions for Class 9th Maths Term 2 (SA2),https://www.udemy.com/course/ncert-solutions-for-class-9th-maths-term-2-sa2/,Phani Raju,5.0,1,7.5,145,All Levels,0.0,19.99,0
2772,Learn Basics of Hydraulic Machines in the most easiest way,https://www.udemy.com/course/learn-basics-of-hydraulic-machines-in-the-most-easiest-way/,Ruchin Tejawat,5.0,1,1.0,7,All Levels,19.99,11.99,0
2773,"Business Studies Principles Of Management-Class XII,BBA ,MBA",https://www.udemy.com/course/principles-of-management-class-xii-bba-mba/,Mrs.Divyanshu .,5.0,1,2.0,5,All Levels,19.99,11.99,0
2774,How to organize Research idea for Paper/Dissertation,https://www.udemy.com/course/how-to-organize-research-idea-for-paperdissertation/,Muhammad Shakil Ahmad,5.0,1,1.5,28,All Levels,129.99,11.99,0
2775,Galileo Fares Course,https://www.udemy.com/course/galileo-fares-course/,Jai Virmani,5.0,1,1.0,10,Expert,124.99,11.99,0
2776,ASL | Holly Arrested Kurt | American Sign Language,https://www.udemy.com/course/asl-holly-arrested-kurt/,Able Lingo,4.0,1,2.5,55,Beginner,19.99,11.99,0
2777,English Grammar Genius | Speaking & Writing Beginner's Guide,https://www.udemy.com/course/english-grammar-genius/,Raphael Sheffield,4.0,1,3.0,35,All Levels,19.99,11.99,0
2778,"Circle , Triangle , Sector",https://www.udemy.com/course/circle-triangle-sector/,Omer Qahtan,3.0,1,33.0,6,All Levels,129.99,11.99,0
2779,Learn to Learn English,https://www.udemy.com/course/learn-to-learn-english/,Percin Imrek,5.0,1,1.0,9,All Levels,19.99,11.99,0
2780,VCE Biology Unit 3 week 1- plasma membranes and transport,https://www.udemy.com/course/vce-biology-unit-3-week-1-study/,Allison Elege,4.0,1,1.5,6,Beginner,19.99,11.99,0
2781,Commercial Acting 101,https://www.udemy.com/course/commercial-acting-101/,"Lisa Phillips, Colleen Hannon",3.5,1,44.0,8,All Levels,29.99,11.99,0
2782,The Complete College Application Toolbox,https://www.udemy.com/course/the-complete-college-application-toolbox/,"Arun Eswara, Kavin Sitsabeshon, Ali Farooqi, Rajiv Swamy",5.0,1,3.0,46,All Levels,99.99,11.99,0
2783,Discrete Event System Simulation,https://www.udemy.com/course/discrete-event-system-simulation/,Shivangi Bansal,5.0,1,15.5,46,Beginner,29.99,11.99,0
2784,A Walk Through Scotland's Past,https://www.udemy.com/course/a-walk-through-scotlands-past/,Rachael Spafford,3.0,1,43.0,22,Beginner,19.99,11.99,0
2785,PipeRack Design : Piping and layouts,https://www.udemy.com/course/piperack-design-piping-and-layouts/,Atul Singla,5.0,1,32.0,6,Intermediate,19.99,11.99,0
2786,Fundamentals of Arc Welding Engineering,https://www.udemy.com/course/arc-welding-engineering-specialization/,Centre for Mechanical and Material Sciences,4.0,1,2.0,25,Beginner,19.99,11.99,0
2787,Analytic Trigonometry: Inside of the Classroom,https://www.udemy.com/course/analytic-trigonometry-inside-of-the-classroom/,Brian McLogan,5.0,1,4.5,6,All Levels,29.99,11.99,0
2788,Industrial Star Delta Starter for a 3-Phase Induction Motor,https://www.udemy.com/course/industrial-star-delta-starter-for-a-3-phase-induction-motor/,Muhammad Kashif,5.0,1,1.5,16,All Levels,19.99,11.99,0
2789,Electrical Circuit Design for Embedded Systems,https://www.udemy.com/course/circuit-design-embedded/,Khuram Zahid,3.5,1,2.0,9,All Levels,99.99,11.99,0
2790,Mastering Spanish Accent Marks,https://www.udemy.com/course/mastering-spanish-accent-marks/,Nicole Rae,4.5,1,38.0,11,All Levels,19.99,11.99,0
2791,Introduction to Positive Psychology,https://www.udemy.com/course/introduction-to-positive-psychology/,Jatin Adlakha,3.5,1,1.0,10,Beginner,0.0,34.99,0
2792,How to draw Street Lamp with Oil Pastel- Step by Step,https://www.udemy.com/course/learn-to-draw-street-lamp-with-oil-pastel/,Gitanjali Murmu,4.0,1,39.0,12,All Levels,19.99,11.99,0
2793,Share Your Knowledge and Earn Money Online,https://www.udemy.com/course/earnmoneyteachingonline/,Nikala Asante,3.5,1,1.0,29,Beginner,29.99,11.99,0
2794,Amna's SAT chemistry practice course,https://www.udemy.com/course/chemistry-practice-course/,Amna Abu Khamidakh,5.0,1,2.5,76,All Levels,34.99,11.99,0
2795,Basic Concepts of Chemistry,https://www.udemy.com/course/basic-concepts-of-chemistry-p/,Vinay Arya,5.0,1,2.5,15,All Levels,19.99,11.99,0
2796,Professional 8086 Assembly Language Guide,https://www.udemy.com/course/professional-8086-assembly-language-guide/,Yasmeen Sultana,5.0,1,1.0,27,Beginner,24.99,11.99,0
2797,Work from home Teaching English Online,https://www.udemy.com/course/work-from-home-teaching-english-online/,Norman Joseph Edwards,4.0,1,40.0,8,All Levels,24.99,11.99,0
2798,"Math Graduate Programs Applying, Advice, Motivation",https://www.udemy.com/course/math-graduate-programs-applying-advice-motivation/,The Math Sorcerer,5.0,1,1.0,17,Beginner,19.99,11.99,0
2799,Simplex Method in Linear Programming,https://www.udemy.com/course/simplex-method-in-linear-programming/,Dr.Himanshu Saxena,5.0,1,3.0,5,All Levels,24.99,11.99,0
2800,Russian alphabet and reading rules (for beginners),https://www.udemy.com/course/russian_alphabet/,Valentyna Nechyporuk,5.0,1,2.5,11,Beginner,124.99,11.99,0
2801,Mathematical intuition for Heisenberg Uncertainty Principle,https://www.udemy.com/course/mathematical-intuition-for-heisenberg-uncertainty-principle/,Emanuele Pesaresi,5.0,1,2.0,9,Expert,39.99,11.99,0
2802,Learn Italian with Arlette,https://www.udemy.com/course/learn-italian-with-arlette/,Arlette Roxburgh,5.0,1,1.5,24,Beginner,59.99,11.99,0
2803,linear algebra and matrices,https://www.udemy.com/course/matrices-learn-the-basic-of-linear-algebra/,Yusra Roi,4.5,1,2.5,5,Beginner,19.99,11.99,0
2804,Pathways to Green Schooling,https://www.udemy.com/course/pathways-to-green-schooling/,Dr. Dheeraj Mehrotra,4.5,1,1.0,8,All Levels,19.99,11.99,0
2805,NCLEX Power review,https://www.udemy.com/course/nclex-power-review/,Joel Pol,5.0,1,6.0,10,Intermediate,29.99,11.99,0
2806,English That's Useful Right Now,https://www.udemy.com/course/english-thats-useful-right-now/,Connect English,4.5,1,2.0,11,Intermediate,0.0,29.99,0
2807,From Manager to Leader - The Secret of the Journey,https://www.udemy.com/course/start-your-leadership-journey/,Amit Kanti Ganguly,5.0,1,5.5,39,All Levels,49.99,11.99,0
2808,Surviving in the 4th Industrial Revolution,https://www.udemy.com/course/how-to-incorporate-the-21st-century-skills/,Dr Deborah J Smith,4.0,1,1.0,5,All Levels,49.99,11.99,0
2809,Spanish Classes for Intermediate Level,https://www.udemy.com/course/spanish-classes-for-intermediate-level/,Maxi La Runa,4.5,1,2.5,16,Intermediate,19.99,11.99,0
2810,API 598 II Clauses II Valve Inspection & testing,https://www.udemy.com/course/api-598-ii-clauses-ii-valve-inspection-testing/,Atul Singla,5.0,1,34.0,7,Intermediate,19.99,11.99,0
2811,Master How To Solve Eight Different Rubik's Cubes,https://www.udemy.com/course/learn-how-to-solve-eight-different-rubiks-cubes-3x3/,Sundar Balamurugan,4.5,1,5.5,74,Beginner,19.99,11.99,0
2812,Beyond Spreadsheets: Automate Your Charting With Python,https://www.udemy.com/course/beyond-spreadsheets-automate-your-charting-with-python/,Blake Crosby,4.5,1,3.0,33,Beginner,29.99,11.99,0
2813,Advance Business Chinese Intensive Course BCT (B) Reading,https://www.udemy.com/course/advance-business-chinese-intensive-course-bct-b-reading/,David Yao,5.0,1,3.5,20,Intermediate,129.99,11.99,0
2814,Basic Business Chinese Intensive Course BCT (A)-Read &Write,https://www.udemy.com/course/basic-business-chinese-intensive-course-bct-a-read-write/,David Yao,4.5,1,3.0,17,Intermediate,129.99,11.99,0
2815,Ofsted ASP Explained: Primary 2018,https://www.udemy.com/course/ofsted-asp-explained-primary-2018/,The DAISI Service,5.0,1,2.0,24,All Levels,0.0,99.99,0
2816,AMOC Senior Contest invitational,https://www.udemy.com/course/senior-contest/,Dr Michael Sun,5.0,1,10.0,44,Intermediate,129.99,11.99,0
2817,Improve your Grammar - Parts Of speech,https://www.udemy.com/course/improve-you-grammar-parts-of-speech/,Sophia Edwin,4.5,1,1.0,11,Beginner,29.99,11.99,0
2818,Cambridge IGCSE Chinese Intensive Reading Course 0547-2015,https://www.udemy.com/course/cambridge-cie-igcse-chinese-a-reading-skills/,David Yao,4.0,1,4.5,20,Intermediate,129.99,11.99,0
2819,Nuthin' Fancy:  Math 1342 Probability and Statistics Basics,https://www.udemy.com/course/nuthin-fancy-math-1342-probability-and-statistics-basics/,Clifton Parrish,5.0,1,7.5,15,Beginner,19.99,11.99,0
2820,Vietnamese Dictation Course 4,https://www.udemy.com/course/vietnamese-dictation-course-4/,Vietnamese Language Center,4.5,1,32.0,11,Beginner,19.99,11.99,0
2821,Cambodian Language for Travel and Holidays (A1),https://www.udemy.com/course/cambodian-language-for-travel-and-holidays-a1/,Dara Hok,3.0,1,2.5,22,All Levels,19.99,11.99,0
2822,How To Start A Early Childhood Center,https://www.udemy.com/course/how-to-open-early-learning-center/,Lisa Newby,4.0,1,2.0,14,Beginner,99.99,11.99,0
